Employee_no,Surname,Given_name,Gender,City,Age,Year_joined,Phone_no,Social_insurance_no
1193,Kephart,Gerald,M,Chase,47,2009,4038371500,764340060
1194,Dunn,Carl,M,North Vancouver,29,2015,3068062866,576958608
1195,Cantrell,Frank,M,Vancouver,31,2017,9026668857,312566807
1196,Garcia,Mona,F,Surrey,33,2016,9023038358,252523186
1197,Campbell,Howard,M,Jaffray,29,2017,6045010395,137123743
1198,Velasquez,Ada,F,Richmond,44,2017,6043352511,592052579
1199,Mills,Duane,M,Vancouver,37,2015,6043022369,460566173
1200,Manson,Cindi,F,Williams Lake,25,2005,2043274606,722991786
1201,Staggers,Edward,M,Greenwood,47,2010,9025987815,624204476
1202,Wright,Michael,M,Whistler,47,2018,2049289595,352669486
1203,Nicholas,William,M,Qualicum Beach,35,2012,2045774827,248155682
1204,Hawthorn,Mary,F,Westbank,28,2005,6049653848,137588568
1205,Ryan,Marie,F,Victoria,33,2010,5145157114,968968039
1206,Pettus,Lucas,M,Grand Forks,39,2009,4186225320,559393183
1207,Richardson,Barry,M,Grassy Plains,30,2003,6044468397,738497309
1208,Dean,Leanne,F,Duncan,27,2002,4181744982,709500712
1209,Schutz,William,M,Vancouver,46,2013,9024287997,912038899
1210,Carroll,Joseph,M,Penticton,25,2009,4167975421,618270602
1211,Barnhart,Alexander,M,Fort Fraser,36,2009,4036199408,119508452
1212,Johnson,Linda,F,Vancouver,48,2007,4167855097,891921825
1213,Kimura,Odell,F,Vancouver,28,2009,2042594919,439240944
1214,Rodas,Flora,F,New Westminster,35,2012,6044064947,923024908
1215,Gould,Julio,M,Burnaby,39,2009,4184839110,449576398
1216,Ryan,Evelyn,F,New Westminster,44,2018,4188704864,797409899
1217,Harper,James,M,Vancouver,41,2005,4169578376,385489507
1218,Perez,Martha,F,Union Bay,38,2016,6133022003,728225218
1219,Worthy,Brenda,F,Telegraph Creek,34,2008,9027972699,114481834
1220,Hardy,Travis,M,Victoria,36,2006,4187130165,428175325
1221,Briggs,Charles,M,New Westminster,38,2012,4165779803,912545050
1222,Smith,Brenda,F,Victoria,30,2016,6137319331,324058651
1223,Berry,Xavier,M,Vancouver,40,2003,3067607762,373141956
1224,Young,Roosevelt,M,Nanaimo,43,2008,3063091139,423387756
1225,Sheets,Cindy,F,Vernon,47,2007,2042842616,607579294
1226,Rakestraw,Melissa,F,New Westminster,47,2008,4038476169,128320195
1227,Marquis,Gregory,M,Houston,30,2006,4181339386,375172674
1228,McCombs,Earl,M,Kamloops,31,2012,9029961853,203009003
1229,Ungar,Russ,M,Mission,36,2012,6139305306,473617760
1230,Shuster,Dennis,M,Vancouver,28,2002,2048965298,329227271
1231,Morris,Ossie,F,New Westminster,45,2018,4169429685,673620652
1232,Encarnacion,Marlys,F,Burnaby,49,2014,6041514408,857335741
1233,Manning,Marva,F,Surrey,38,2002,6047814935,778837801
1234,Dunlap,Sharon,F,Vancouver,40,2006,2048140048,228525861
1235,Derby,Andrea,F,Vancouver,31,2016,5143076257,638879005
1236,Risner,Susan,F,Grasmere,47,2018,6138929336,932446132
1237,Ogara,Raymond,M,New Westminster,29,2017,3061735217,832547152
1238,Handy,Andrew,M,Victoria,33,2016,2049485874,121604272
1239,Weaver,Rene,M,Vancouver,28,2011,4031415413,548234569
1240,Lawson,Jeff,M,Campbell River,41,2005,4182587591,293446126
1241,Nuss,Jessica,F,Huntingdon,30,2014,5144332352,324543290
1242,Small,Mildred,F,Port Alberni,32,2017,4163618935,757994866
1243,Cassidy,David,M,North Vancouver,25,2018,4187499156,707128268
1244,Deluca,Lee,M,Nanaimo,45,2005,4165123435,857225475
1245,Wilson,Mary,F,Prince George,33,2014,2043269526,129465050
1246,Griffin,Robin,F,Penticton,28,2017,4166828308,836706304
1247,Freed,Richard,M,Golden,33,2006,2045325321,894444695
1248,Figueroa,Marie,F,New Westminster,28,2014,2049961341,990617826
1249,Stegman,Michael,M,New Westminster,29,2008,3065256076,271816247
1250,Foster,Jared,M,Surrey,28,2009,5149322596,735781414
1251,Parks,Danny,M,Princeton,45,2003,4038485215,410807067
1252,Iacovelli,Karen,F,Youbou,47,2017,4036631821,201181986
1253,Kennard,Catherine,F,Fort Nelson,31,2009,3061388439,216751254
1254,Bittle,Christi,F,Fort Langley,38,2011,4163171151,763630250
1255,Lightner,Robert,M,Vancouver,42,2009,5145075766,609306042
1256,Trahan,Effie,F,Sorrento,27,2011,6045949654,290883675
1257,Curry,Amanda,F,Victoria,30,2018,6138342926,400115841
1258,Arnold,Cristal,F,Vancouver,45,2009,2044279883,336477795
1259,Martin,Jermaine,M,Willow Point,40,2004,4038464260,422289174
1260,Foster,Jasmin,F,Tofino,26,2017,2049269178,723353124
1261,Day,Milton,M,Victoria,25,2012,6133827753,559179319
1262,Giles,Brittany,F,Richmond,33,2017,2044426994,997455653
1263,Remaley,Joseph,M,Telegraph Creek,44,2013,4189972501,444344537
1264,Peterson,Katherine,F,Nelson,39,2007,4166876635,408670252
1265,Blumer,William,M,Gabriola Island,35,2011,2042284487,829266333
1266,Shutt,Dennis,M,Surrey,32,2002,6132590376,420937490
1267,Birt,June,F,New Westminister,44,2007,4187739233,712574177
1268,Flaherty,Billy,M,Richmond,39,2011,5146700666,136131395
1269,Beery,Benito,M,Abbotsford,27,2006,4032468473,696204829
1270,Aiello,Arthur,M,Lakelse Lake,40,2002,4162448618,191576936
1271,Johnson,Matthew,M,Kelowna,37,2016,4181343309,949092732
1272,Rodriguez,Chris,M,Victoria,36,2005,6135625720,177992637
1273,Wiley,Elvia,F,Surrey,41,2011,6048017929,322658068
1274,Groves,Martha,F,Vancouver,32,2014,6042015082,818804732
1275,Santiago,Kim,F,Vancouver,28,2013,3061203074,350774736
1276,Cunningham,William,M,Vancouver,38,2016,9023510892,786589311
1277,Heredia,Jermaine,M,Port Renfrew,33,2003,4169417206,886496546
1278,Miller,Floyd,M,Victoria,41,2004,9022814990,650440016
1279,Summers,Betty,F,Burnaby,38,2007,3068048831,886589846
1280,Bradford,Lisa,F,Sparwood,44,2009,4182984161,447933342
1281,Welch,Theresa,F,D'arcy,34,2004,3061376962,328546011
1282,Arends,Eva,F,Kaslo,28,2005,4187215563,775797354
1283,Carlson,Nora,F,Langley,45,2010,3064451664,798349079
1284,Maldonado,Ruby,F,Prince George,30,2013,2044457588,368945483
1285,Argo,Roger,M,Penticton,49,2002,5141606176,697640405
1286,Judge,Gerald,M,Nanaimo,32,2002,9024807462,711933685
1287,Moreno,Dan,M,Vernon,26,2013,4189235203,172629042
1288,Moffett,Raymond,M,Nanaimo,42,2010,2049192888,831368180
1289,Devereaux,Chris,M,New Westminster,43,2016,4167749142,689011583
1290,Whitehead,Diana,F,Burnaby,32,2014,2044841066,225764782
1291,Legere,Lynette,F,Gabriola Island,49,2013,9028304026,355523319
1292,Winship,Eugene,M,Grand Forks,48,2017,2042317488,607236066
1293,Bergman,Tina,F,Langley,36,2003,6049315848,915294266
1294,Lopez,Crystal,F,Fruitvale,39,2015,3064155109,599644214
1295,Moore,Gloria,F,Vancouver,39,2013,4164605409,268822670
1296,Thiele,Grover,M,Vancouver,47,2002,3068092919,765861073
1297,Carle,Eric,M,Nelson,33,2005,6044860078,132997818
1298,Mayor,Pamela,F,Vancouver,30,2007,5147236534,227863657
1299,Simms,Doris,F,New Westminster,26,2006,2045899785,894084615
1300,Denney,Allen,M,Princeton,37,2010,9029353146,418674616
1301,Warwick,Arthur,M,Vancouver,43,2008,9024482769,923866951
1302,McClure,Margaret,F,Vancouver,46,2008,3062674310,891512960
1303,Higgins,Dawn,F,Williams Lake,35,2011,4181757658,650430180
1304,Courtney,Ruth,F,Vancouver,45,2002,4166646072,515002319
1305,Housley,David,M,Tofino,47,2015,6046426938,889479755
1306,Gran,Mark,M,Vancouver,43,2011,4161717753,933801889
1307,Wright,Linda,F,White Rock,40,2006,6042150091,358682689
1308,Walsh,Willie,M,Vancouver,42,2005,6041190142,124824377
1309,Smith,Sharonda,F,Prince George,34,2003,4188533529,877429441
1310,Garcia,Bill,M,Surrey,38,2016,9022941490,151138583
1311,Russell,Larry,M,Burnaby,28,2004,4164465155,904241851
1312,Beard,Elaine,F,Vancouver,36,2005,4167667697,696387499
1313,Enright,Joseph,M,Wildwood,48,2013,5148721978,995349275
1314,Connor,Charles,M,Chase,40,2009,4184686213,343530854
1315,Moon,Betty,F,Vancouver,32,2006,6132543238,792372872
1316,Ayres,Curtis,M,Parksville,34,2005,5147384037,337535760
1317,Larry,Jeremy,M,Nanaimo,35,2015,4164206135,382246039
1318,Lujan,Bobby,M,Vancouver,30,2014,9022576387,270265782
1319,Myers,Freda,F,Abbotsford,45,2016,4161575716,973856368
1320,Villa,Alissa,F,Vancouver,45,2012,3067147717,871112002
1321,Sorrels,Philip,M,Vancouver,43,2013,4162192243,988727276
1322,Robinson,Matthew,M,Vancouver,44,2004,9026297540,321567970
1323,Hardesty,Anthony,M,New Westminster,26,2008,2046385168,213551669
1324,Terry,Tony,M,Victoria,25,2013,6045552672,711952515
1325,Silverman,Martha,F,Vancouver,46,2012,4189192434,510461201
1326,Larson,Emily,F,Nanaimo,45,2008,6043510642,983210583
1327,Ruiz,Mark,M,Vancouver,43,2017,5144341256,280333863
1328,Campbell,Patricia,F,Aldergrove,32,2016,6135356246,736326334
1329,Harper,Ruby,F,Lakelse Lake,49,2004,4184774637,577353937
1330,Schneider,Tamara,F,Port Edward,35,2006,3063384832,826520566
1331,Harrington,Melony,F,Qualicum Beach,30,2006,6139561130,649909866
1332,Hohman,Janet,F,Vancouver,34,2010,9025767761,209976351
1333,Wright,Glenn,M,Surrey,47,2018,5141198027,145967666
1334,Bulger,Christopher,M,Chilliwack,45,2004,6046672605,880029953
1335,Linsley,Jeannette,F,White Rock,39,2009,4032316801,833039203
1336,Snow,Kimberly,F,Burnaby,31,2009,4185969278,332620529
1337,Helfrich,Jerry,M,Vancouver,42,2008,4186631584,800278125
1338,Marshall,Ruben,M,Port Coquitlam,31,2003,2041903303,814389375
1339,Scott,Ashley,F,Balfour,49,2014,5149860223,183935294
1340,Harris,Kenneth,M,Rutland,41,2018,4164822136,599376852
1341,Gillenwater,James,M,Vancouver,39,2012,4161373428,363214680
1342,McPherson,Sharon,F,Vancouver,36,2018,3061919617,491238831
1343,Tanner,Elba,F,Victoria,32,2002,2041815065,307439203
1344,Forsythe,Theresa,F,Vancouver,47,2015,6137626679,213382015
1345,Voris,Clifford,M,Abbotsford,49,2006,2049700428,775501725
1346,Lopez,Amy,F,Vancouver,41,2013,4034748879,479050982
1347,Tanner,Jose,M,Victoria,36,2007,3066667157,923301632
1348,Fernandez,Thomas,M,Penticton,45,2002,9028153748,556696428
1349,Fitzgerald,Lisa,F,Jaffray,28,2005,6041209271,499443788
1350,Beery,Leah,F,Whistler,25,2015,4182777694,245028945
1351,Reimer,Freddie,M,New Westminster,34,2005,3066106881,293307220
1352,Williams,Ruth,F,Vancouver,44,2005,6136524603,342208989
1353,Sallee,James,M,Kamloops,40,2015,4161406547,722134731
1354,Silva,Martha,F,Burnaby,25,2016,2047674843,366221631
1355,Gravely,Melvin,M,New Westminster,34,2011,4164725743,833267878
1356,Bates,Cynthia,F,Sorrento,36,2005,4162778535,901207023
1357,Cohen,Charles,M,Vancouver,44,2016,9024688897,887064669
1358,Moore,Andre,M,Victoria,49,2015,4168334701,695132594
1359,Johnson,Maria,F,Tofino,25,2002,6138727278,438256405
1360,Arnold,Amber,F,Vancouver,38,2007,6047752793,325921403
1361,Meneses,Ashli,F,New Westminister,29,2011,3068202334,507982931
1362,Martini,Amber,F,Kamloops,29,2010,9025602305,203264107
1363,Owens,Tomas,M,Victoria,29,2016,6136320232,932961216
1364,McHenry,James,M,Victoria,38,2009,4182452919,448821722
1365,Chang,Mildred,F,Fort St John,26,2017,4189326972,311708254
1366,Dabrowski,James,M,Aldergrove,40,2002,2044591275,962745744
1367,Sanchez,Daniel,M,Surrey,31,2006,2044548175,830529607
1368,Sierra,Jeff,M,Burnaby,31,2018,4168643748,479427711
1369,McCary,Marie,F,Pritchard,28,2010,2047829116,634278044
1370,Cain,Josephine,F,Langley,29,2015,2041250605,159356327
1371,Zapata,Carmela,F,Langley,42,2004,4184262216,914453927
1372,Buswell,Richard,M,Vancouver,46,2006,4038230178,440972570
1373,Hollingsworth,Maria,F,New Westminster,28,2006,4188836314,372421908
1374,Mudd,Jason,M,Kelowna,48,2003,4163447803,725587745
1375,Roeder,Bridget,F,Fort Nelson,38,2016,4036870366,951882468
1376,Lee,Ernest,M,New Westminster,48,2014,3061979935,204736791
1377,Burgos,Christine,F,Cobble Hill,49,2015,3061959276,115468023
1378,Machuca,Tara,F,Port Hardy,44,2015,4031765294,440470766
1379,Braun,Billy,M,New Westminster,37,2011,4189542797,555789422
1380,Matthews,Patricia,F,Vancouver,31,2007,4189378521,226522913
1381,Matthews,Rose,F,Vancouver,33,2013,2045729321,692184652
1382,Larose,Vonda,F,Vancouver,45,2003,4166400768,783749064
1383,Ramirez,Fredrick,M,Lumby,47,2006,4184525758,185399348
1384,Wicks,Polly,F,Cranbrook,26,2015,5142946491,298710557
1385,Osterman,Ahmad,M,Vancouver,36,2018,4035986786,590456388
1386,Davies,Leo,M,Victoria,25,2018,3064792891,260350210
1387,Allen,Gwendolyn,F,Burnaby,44,2018,6042994439,612031691
1388,Davis,Jordan,M,Powell River,42,2005,9027140249,676852298
1389,Harney,Clifford,M,Duncan,47,2008,6134363979,413120614
1390,Williams,Adrienne,F,Richmond,38,2008,6043783108,399192664
1391,Mejia,Albert,M,Sardis,45,2002,9029881987,197338406
1392,Glasco,Gregory,M,New Westminister,31,2005,4165107000,239107658
1393,Barragan,Beverly,F,Nimpo Lake,42,2017,4031195999,385331584
1394,Lucero,Lissette,F,Victoria,25,2014,3069155337,487436888
1395,Guzman,Shirley,F,Vancouver,33,2011,9027152191,858892179
1396,Barnett,James,M,Westwold,35,2005,4161632387,128042547
1397,Hentges,Graciela,F,Duncan,44,2010,6048985455,782110474
1398,Munsell,Joel,M,New Westminister,42,2013,4032803547,410795718
1399,Carter,Denise,F,Terrace,25,2004,6046611119,870333456
1400,Champion,Brandi,F,West Vancouver,37,2015,6045454674,911467637
1401,Turner,Maria,F,Black Pool,25,2016,9026169556,726294923
1402,Scott,Marsha,F,Vancouver,34,2011,5144929729,340265725
1403,Roach,Mark,M,Osoyoos,42,2006,3069841900,698435304
1404,Priddy,Margaret,F,New Westminster,34,2008,4037656841,275681295
1405,Waters,James,M,Vancouver,29,2016,2047505126,273338968
1406,Moore,Daniel,M,Vancouver,25,2014,5142057595,616615338
1407,Cropper,Margaret,F,Victoria,29,2002,3067047628,735965526
1408,Paxton,Elaine,F,Port Mcneill,27,2011,2041644312,503228548
1409,Atchison,Kent,M,Burnaby,41,2008,2049092281,688372269
1410,Harrell,Charles,M,Vancouver,28,2008,2045612262,530397323
1411,Derosa,Bertha,F,Dawson Creek,44,2006,6043415636,517464775
1412,Henke,Johnson,M,Langley,40,2008,4037023916,625016513
1413,Mosely,Clyde,M,North Vancouver,37,2016,6133782025,196622762
1414,Guitierrez,Larry,M,New Westminster,45,2003,3062314354,442508218
1415,Pollak,Ralph,M,Port Coquitlam,37,2012,6138368896,995341100
1416,Fisher,Amanda,F,Houston,41,2016,6044555387,656287738
1417,Sikes,Sandra,F,Whistler,31,2011,6049451284,825974488
1418,Sizemore,Roger,M,North Vancouver,32,2002,5147027545,912865141
1419,Brown,Holly,F,New Westminster,38,2009,3061691918,411610192
1420,Martinez,Justine,F,Vavenby,32,2012,4189530744,181735193
1421,Thompson,Donald,M,Victoria,25,2011,4032003385,900999835
1422,Stitt,John,M,Vancouver,49,2014,4167618066,749927877
1423,Sanders,Jose,M,Vancouver,29,2007,4189610627,116249998
1424,Devore,Eric,M,Whistler,48,2018,3066421708,985635085
1425,Durham,Gerald,M,Vancouver,37,2007,9022003477,920187644
1426,Maggi,Cindy,F,Victoria,41,2009,9028438569,958207356
1427,Lee,Diane,F,Surrey,42,2004,6135534213,247592548
1428,Goodwyn,Donald,M,Victoria,26,2016,6138221231,249221672
1429,Cason,Marion,F,New Westminster,37,2018,6136772067,298462856
1430,Epps,William,M,Vancouver,35,2015,6047267577,433558143
1431,Wilker,Domenic,M,Victoria,44,2016,6047054454,690770369
1432,Authement,Anthony,M,Chilliwack,28,2015,4162393230,643103810
1433,Wiseman,Sharon,F,Victoria,26,2010,6049048813,982327927
1434,Begley,Paul,M,Gold Bridge,49,2015,4185845585,919712962
1435,Anderson,Mark,M,Port Coquitlam,44,2012,5145355188,806176658
1436,Harrison,Kristina,F,Cassiar,36,2010,3061218189,228110593
1437,Cooper,Brenda,F,Burnaby,34,2013,2047709407,911014219
1438,Filer,Thomas,M,Cortes Island,30,2004,6139285086,775068620
1439,Comer,George,M,Burnaby,40,2012,5148283146,181243242
1440,Dee,Kenneth,M,Victoria,38,2006,9028437800,610227891
1441,Blazek,Sheila,F,New Westminster,29,2006,4183311512,637841644
1442,Gold,Olga,F,Surrey,39,2014,4033100943,489905959
1443,Timmins,Leslie,F,Vancouver,27,2006,9022457748,443810152
1444,Jones,Jane,F,Kelowna,47,2007,4037451198,667414879
1445,Crossland,Scott,M,Lumby,45,2004,3065722663,964371065
1446,Boyer,Deborah,F,Vernon,36,2004,6139904225,647829847
1447,Marcus,James,M,White Rock,43,2004,2041134696,740940910
1448,Dion,James,M,Vancouver,41,2003,6045104138,923223979
1449,Vidal,Melinda,F,Squamish,40,2015,5142682533,472923231
1450,Ebert,Stephanie,F,Richmond,33,2014,4168071871,433942900
1451,Clark,Tammy,F,Vancouver,25,2007,6133941702,118447654
1452,Ross,Pauline,F,Vancouver,48,2004,4186469938,269582223
1453,Yohe,Rodney,M,Oliver,35,2011,4034375824,242890956
1454,Butts,Dorothy,F,Hemlock Valley,39,2003,4033779431,935514053
1455,Lemus,Jody,F,Kamloops,29,2014,4035645923,480611237
1456,Littleton,Linda,F,Campbell River,49,2017,5145115759,392130434
1457,Darnell,Francis,M,Vancouver,45,2013,3064528463,128200771
1458,Dean,Leon,M,Burnaby,33,2007,6135884083,664672640
1459,Larson,Virginia,F,Campbell River,46,2008,4188299946,796228236
1460,Payson,Robert,M,Kamloops,40,2004,6132092877,814363033
1461,Horne,Melanie,F,Vancouver,29,2011,6043038787,307582567
1462,Chittenden,Roger,M,Vancouver,48,2015,4162940279,952033133
1463,Covington,Carol,F,Port Coquitlam,42,2011,6041789014,449207635
1464,Rouse,Timothy,M,Vancouver,34,2010,2049640320,141204747
1465,Averill,Eunice,F,Okanagan Mission,40,2010,6041835632,587912699
1466,Ramos,Marvin,M,Douglas Lake,43,2009,6049959083,378768265
1467,Gladden,Coletta,F,Vancouver,46,2010,4181270767,909041884
1468,Pettis,Monica,F,Vancouver,26,2007,4033649366,994819932
1469,Fanning,Harold,M,Vancouver,42,2006,9021532515,216621274
1470,Garcia,Deanna,F,Richmond,26,2010,6139211943,212118731
1471,Reynolds,Elizabeth,F,Nanaimo,29,2018,5148891736,376078266
1472,Alvarado,Richard,M,Surrey,47,2007,4162328424,699356735
1473,Hardin,Vicky,F,Surrey,35,2008,2044692240,693901969
1474,Garcia,Alberta,F,Fort St John,26,2012,4038597569,358067355
1475,Pineiro,Lola,F,Burnaby,30,2005,3066024120,135547105
1476,Hebert,Lyle,M,Bella Bella,27,2016,3063860579,532547186
1477,Gibson,Dennis,M,New Westminster,43,2006,6139605154,378410928
1478,Baker,Kevin,M,Fort St John,46,2004,4038806262,988120093
1479,Hatcher,Debbie,F,Chilliwack,34,2015,5144583632,297265879
1480,Weir,Lisa,F,Vancouver,47,2009,2049853814,955375231
1481,Short,Raquel,F,Field,27,2012,3063849093,688333661
1482,Loving,David,M,Duncan,48,2016,4189443126,879835757
1483,Walters,Mary,F,Williams Lake,39,2017,4181193535,811537092
1484,Vinson,Jack,M,New Westminster,38,2013,2044505360,614374673
1485,Tandy,Genoveva,F,Vancouver,42,2014,4038737531,770570064
1486,Fox,James,M,Surrey,37,2012,4036955445,247007093
1487,Peterson,Alexander,M,Vancouver,32,2012,4167540498,644933618
1488,Orr,Harlan,M,New Westminster,36,2010,5144965415,474976040
1489,Bigham,Gale,F,Victoria,26,2012,4163365985,827158169
1490,Chambers,Diana,F,Armstrong,44,2008,6046615620,858210276
1491,Ho,Marla,F,Castlegar,44,2012,6135814075,893418582
1492,Utley,Holly,F,Sooke,43,2004,4033839451,701298249
1493,McCoy,Daren,M,Burnaby,39,2010,3063636806,577461966
1494,Weldon,Thomas,M,Victoria,31,2016,4037313815,716738177
1495,Watson,Sara,F,Vernon,42,2015,4163379035,502603753
1496,Winter,Lauren,F,Kelowna,36,2003,4035298226,149089826
1497,Clark,Ozella,F,New Westminster,43,2009,4036847839,612666026
1498,McKnight,Nanci,F,Vancouver,42,2018,6046865849,470611759
1499,Hunley,Jennifer,F,Victoria,25,2007,6041546241,240260352
1500,Petty,Kathleen,F,Surrey,43,2014,2043121856,651691775
1501,Rosario,George,M,Victoria,45,2014,4161390115,393654457
1502,Baez,Gertrude,F,Burns Lake,38,2010,5148177060,484337656
1503,Jones,Alberto,M,Nanaimo,48,2014,4165026296,791648432
1504,Stalcup,Sarah,F,Ocean Falls,26,2004,9028719823,215642599
1505,Longworth,Reginald,M,Aldergrove,49,2002,5149357630,141108673
1506,Carroll,Rodney,M,Vananda,39,2014,2043196728,275100025
1507,Bryant,Jane,F,Nanaimo,44,2011,4038814952,940293233
1508,Pierre,Stephen,M,Haney,45,2017,9029261097,200876571
1509,Hall,Lillian,F,Alexis Creek,37,2006,3064693390,161824045
1510,Eaton,Margaret,F,Fort Nelson,28,2003,6043259412,378742498
1511,Delagarza,Arthur,M,Richmond,41,2015,5146029133,520923177
1512,Eaton,Mario,M,Parson,38,2013,4188874218,754546468
1513,Wilson,Marci,F,Richmond,44,2002,4165499008,966023350
1514,Thomas,William,M,New Westminster,32,2004,9023664539,852375444
1515,Beeman,Joseph,M,New Westminster,30,2014,9023352621,566194734
1516,Naquin,Christina,F,North Vancouver,36,2012,4038565686,999686437
1517,Morgan,Steven,M,Chilliwack,33,2016,4182414607,789080670
1518,Davis,Amanda,F,Fraser Lake,27,2012,4182062374,313744363
1519,Guerrero,Theodore,M,Vancouver,39,2003,6138715727,972356192
1520,Whitaker,Kelly,M,Vancouver,31,2010,4185184074,157885271
1521,Maloney,Allen,M,Port Alberni,35,2012,5141698787,990626336
1522,Coleman,Rhonda,F,Penticton,41,2007,4167441979,508556121
1523,Sims,John,M,North Vancouver,45,2003,6047921361,730557414
1524,Wilson,Kathryn,F,Vancouver,37,2005,4162315972,750244086
1525,Lucas,Frances,F,Vancouver,29,2017,4169877147,782616153
1526,Walls,Mary,F,Vancouver,34,2003,6049995383,657098981
